Country,State/Province,City,Business Name,Phone,Address,Contact Name,Qty of 7ft Tables,Qty of 8ft Tables,Qty of 9ft Tables,Latitude,Longitude,Geocode Success
USA,MD,Leonardtown,Action Lounge & Billiards,(240) 309-4031,"25470 Point Lookout Rd. Unit F Leonardtown, MD 20650",Matthew Suite,11,,3,38.2996906,-76.638654,TRUE
USA,MD,Parkville,Top Hat Cue Club,410-665-1906,"8809 Satyr Hill Road Parkville, MD 21234",Beth Rembert,,,,39.4003419,-76.5448041,TRUE
USA,MD,Perry Hall,Charlie's Pro Shop,443-414-1580,"20 Bangert Ave. Perry Hall, MD 21128",Charles Fleming,,,,39.4103656,-76.4289889,TRUE
USA,MD,Sudlersville,Lena's Bar and Grill,410-708-7694,"5124 Sudlersville Road Sudlersville, MD 21668",Lean Reny,,,,39.1915876,-75.8306758,TRUE
USA,MD,Wheaton,American Legion #268,(202) 246-6288,"11225 Fern St. Wheaton, MD 20902",Scott Schlesenger,,,,39.0398583,-77.0492954,TRUE
USA,MD,White Plains,Jimmie's Paddock,240-419-9648,"PO Box 600 White Plains, MD 20695",Melissa Mills,,,,38.5911751,-76.9423672,TRUE
USA,ME,Banger,Rack City Billiards,207-735-4358,"1215 Broadway Banger, ME 04401",,,,,44.839043,-68.7934068,TRUE
USA,ME,Lewiston,Legends Sports Bar,(207) 241-0051,"4 Molliston Way Lewiston, ME 04240",,,,10,44.1242122,-70.2007826,TRUE
USA,ME,Machias,Thirsty Moose,207-255-6100,"36 Main St. Machias, ME 04654",,,,,44.715019,-67.4574036,TRUE
USA,ME,Minot,Legends Sports Bar & Grill,207-577-7102,"178 Harris Road Minot, ME 04258",,,,,44.1674478,-70.3413443,TRUE
USA,ME,Portland,American Pool & Billiards,(207) 899-3693,"272 St. John St. Portland, ME 04102",,,,,43.6524511,-70.2800613,TRUE
USA,ME,Waterville,TJ's Billiards,207-877-7665,"14.1 Airport Rd. Waterville, ME 04901",,,,,44.5366982,-69.6778575,TRUE
USA,ME,Windham,Club 302,207-776-9552,"20 Abbey Road Windham, ME 04062",,,,,43.8364505,-70.4370311,TRUE
USA,MI,Adrian,Diamond Jims,517-759-4464,"117 West Maumee St. Adrian, MI 49221",Jim Cavender,,,,41.8989154,-84.0374006,TRUE
USA,MI,Bay City,Who's Who,989-714-4843,"700 Ncgraw Bay City, MI 48708",Andy Kreger & Lupe Rosa,10,,1,43.5588551,-83.893277,TRUE
USA,MI,Belleville,The Creek,734-277-0174,"50521 W. Huron River Drive Belleville, MI 48111",Frank Lonero,,,,42.2006606,-83.5340461,TRUE
USA,MI,Belmont,The Vestal Inn,616-893-9315,"6255 West River Drive NE Belmont, MI 49306",Richard Dallett,,,,43.0648606,-85.6018313,TRUE
USA,MI,Beulah,Fallen Timbers,231-409-4676,"13901 US-31 Beulah, MI 49617",Rodger Duford,,,,44.659052,-85.959552,TRUE
USA,MI,Coldwater,JT's Billiard Bar,517-279-8002,"50 East Chicago St. Coldwater, MI 49036",Jim Tong,4,,,41.9400867,-84.9987763,TRUE
USA,MI,Dearborn,"Presley, Bryan",,"5045 Porath St. Dearborn, MI 48126",Bryan Presley,,,,42.3251873,-83.1587234,TRUE
USA,MI,Detroit,Blue Diamond Lounge,313-841-4836,"2453 Campbell Rd. Detroit, MI 48209",Daniel Vega,,,,42.3215105,-83.1073101,TRUE
USA,MI,Flat Rock,Michael's on the River,313-570-6236 (cell),"28828 Telegraph Road Flat Rock, MI 48134",Mike Crowder,,,,42.096081,-83.2941817,TRUE
USA,MI,Grand Rapids,Anazeh Sands - Charley's,616-364-0567,"3519 Plainfield Ave. NE Grand Rapids, MI 49525",,,,,43.0272916,-85.6327074,TRUE
USA,MI,Grand Rapids,Charleys,616-364-0567,"3519 Plainfield Ave. NE Grand Rapids, MI 49525",,,,2,43.0272916,-85.6327074,TRUE
USA,MI,Grand Rapids,East Side,616-285-1122,"3520 E Mall Dr. SE Grand Rapids, MI 49546",,,,,42.9160253,-85.5825145,TRUE
USA,MI,Grand Rapids,Eastside Billiards,616-826-3056 - Cell,"3520 E. Mall Dr. Grand Rapids, MI 49546",Rich Williams,16,,2,42.9160253,-85.5825145,TRUE
USA,MI,Grand Rapids,Quinn And Tuite's Irish Pub,616-813-8751,"1535 Plainfield Ave Grand Rapids, MI 49505",Rick Schall,,,,42.9904025,-85.6636753,TRUE
USA,MI,Grand Rapids,The Point Bar,734-384-3808,"1720 Hamilton Ave. NW Grand Rapids, MI 48166",,2,,,42.9945651,-85.6807442,TRUE
USA,MI,Hanover,Johnnies Backwoods,734-637-9969,"130 W. Main St. Hanover, MI 49241",John DeAngelis,,,,42.1020807,-84.5546708,TRUE
USA,MI,Holland,Reliable Sport and Billiards,616-396-7795,"254 South River Avenue Holland, MI 49423",Ken Vos,,,,42.7879059,-86.1094098,TRUE
USA,MI,Holt,Gravity Smokehouse BBQ,517-258-4900,"2440 Cedar St Holt, MI 48842",,2,,,42.6527067,-84.5298779,TRUE
USA,MI,Ignace,Johnnies Bar And Grill,734-637-9969,"W748 US 2 West St. Ignace, MI 49781",John DeAngelis,,,,45.854968,-84.7535716,TRUE
USA,MI,Ishpeming,The Royal Pub,906-360-9351,"205 East Division St. Ishpeming, MI 49849",Tom Austin,,,,46.4887673,-87.6673766,TRUE
USA,MI,Kalamazoo,Comstock Cue Club,269-775-1445,"5301 Comstock Ave. Kalamazoo, MI 49048",,,,,42.2845497,-85.5254173,TRUE
USA,MI,Lapeer,Side Pockets,810-660-8127,"15 S. Elba Rd. Lapeer, MI 48446",,9,,2,43.0407436,-83.4398848,TRUE
USA,MI,Lincoln Park,Ball & Cue Billiards,313-381-7665,"3434 Fort St. Lincoln Park, MI 48146",,,,,42.2353646,-83.1806819,TRUE
USA,MI,Lincoln Park,Lincoln Park Moose Lodge,248-660-2972,"1600 Fort St. Lincoln Park, MI 48146",Tim Caldwell,,,,42.2527893,-83.175577,TRUE
USA,MI,Livonia,Snookers Pool & Pub,734-422-9510,"27630 Schoolcraft Rd. Livonia, MI 48150",Michael Admas,,,,42.3848005,-83.3168906,TRUE
USA,MI,Livonia,The Rack,734-422-7665,"28410 Joy Rd Livonia, MI 48150",Richie & Mary Eadeh,,,,42.3558259,-83.3214022,TRUE
USA,MI,Muskegon,The Break Room,231-903-3961,"1447 W. Sherman Blvd Muskegon, MI 49441",Monica Moore,7,,1,43.2049423,-86.2792632,TRUE
USA,MI,Niles,Roundtable Bar & Grill,269-683-9738,"3024 N Old US-31 Niles, MI 49120",,,,,41.8871878,-86.3007212,TRUE
USA,MI,Novi,Centria Healthcare,(855) 772-8847 Office,"41521 W. 11th Mile Rd. Novi, MI 48375",Jacob Boven,,,,42.480988,-83.4577892,TRUE
USA,MI,Onsted,Johnnies Bar & Grill,313-438-6548,"130 North Main Onsted, MI 49265",John DeAngelis,,,,42.0068987,-84.1898719,TRUE
USA,MI,Owosso,On Cue,989-472-4472,"311 Corunna Ave. Owosso, MI 48867",,6,,,42.992411,-84.1674596,TRUE
USA,MI,Owosso,The Avenue,989-627-9249,"311 Corunna Ave. Owosso, MI 48867",Brad & Annette Brewer,7,,,42.992411,-84.1674596,TRUE
USA,MI,Pinconning,Statewide Billiards,231-445-0760,"4363 North Fraser Road Pinconning, MI 48650",Greg Thornton,,,,43.864312,-84.0085129,TRUE
USA,MI,Port Huron,The Billiard Loft,810-223-3754,"1300 Whipple St. Port Huron, MI 48060",,,,,42.991755,-82.4334277,TRUE
USA,MI,Riga,Johnnies Riga Tavern,734-637-9969,"7494 Riga Highway Riga, MI 49275",John DeAngelis,,,,41.8112515,-83.8255671,TRUE
USA,MI,Taylor,Johnnies In Taylor,734-637-9969 (cell),"20648 Ecorse Rd. Taylor, MI 48180",John DeAngelis,,,,42.2565357,-83.2392789,TRUE
USA,MI,Troy,Bailey's Pub & Grille,248-435-3044,"1965 West Maple Road Troy, MI 48084",,,,2,42.5461418,-83.1718741,TRUE
USA,MI,Warren,Hall of Fame Billiards,248-854-4647,"5775 East 13 Mile Road Warren, MI 48092",Ron or Robert Yaldo,,,,42.5222718,-83.0492446,TRUE
USA,MI,Waterford,Emerald Q Billiards,748-682-0660,"4359 Highland Rd. Waterford, MI 48328",Fabian Ruitman,,,,42.65352,-83.3737218,TRUE
USA,MI,Wyandotte,Grizzly's,734-708-4749,"1519 Oak St. Wyandotte, MI 48192",,,,,42.2036177,-83.1711819,TRUE
USA,MI,Wyoming,Charley's At Sands,616-538-0810,"1339 28th St. Wyoming, MI 49509",,,,,42.9138993,-85.6992147,TRUE
USA,MN,Burnsville,Shooters Billiard Club,952-484-6677,"1934 Hwy 13 E Burnsville, MN 55337",Craig Zoschke,,,,44.7896519,-93.2451612,TRUE
USA,MN,Columbia Heights,Pro Billiards,763-706-1904,"4040 Central Ave. NE Columbia Heights, MN 55421",,20,,,45.0421209,-93.2476596,TRUE
USA,MN,Columia Heights,Jimmy's Pro Billiards,651-230-3414 (Cell),"4040 Central Ave. NE Columbia Heights, MN 55421",Jimmy Wetch,,,,45.0421209,-93.2476596,TRUE
USA,MN,Coon Rapids,CR'S Billiards & Sports Bar,612-240-1018,"8525 Cottonwood Street NW Coon Rapids, MN 55433",Gerald Johnson,20,,,45.1251901,-93.271218,TRUE
USA,MN,Crookston,Crooks Club,218-281-5503,"223 N Main St. Crookston, MN 56716",,2,,,47.7760622,-96.6072584,TRUE
USA,MN,Crystal,Steve O's,763-537-5970,"4900 W Broadway Ave. Crystal, MN 55412",,2,,,45.0426725,-93.3513494,TRUE
USA,MN,Duluth,The Break Room,218-393-1697,"501 East 4th Street Duluth, MN 55805",Tom Witzman Roger Koski,8,,2,46.7946763,-92.0964561,TRUE
USA,MN,Fridley,Two Stooges,763-574-1399,"7178 University Ave. Fridley, MN 55432",Shane Jackson & Ty Wilson,36+,,,45.0984036,-93.2647686,TRUE
USA,MN,Little Canada,Twin City Billiards,651-689-0236,"80 Little Canada Road East Little Canada, MN 55117",,20,,,45.0245371,-93.0974214,TRUE
USA,MN,Minneapolis,Cardinal Restaurant,612-724-5837,"2920 E 38th St. Minneapolis, MN 55406",,4,,,44.9342484,-93.2300634,TRUE
USA,MN,Minneapolis,CR's Sportsbar,763-780-1585,"8525 Cottonwood St. NW Coon Rapids, MN 55433",,20,,,45.1251901,-93.271218,TRUE
USA,MN,Moorhead,Moorhead Billiards,218-205-2328,"701 Center Ave. Moorhead, MN 56560",,,,,46.8747792,-96.7694013,TRUE
USA,MN,Moorhead,Blues and More,218-443-1325 (Cell),"1034 90th Avenue NW Moorhead, MN 56560",Chantel Roberts,,,,46.9775046,-96.7972035,TRUE
USA,MN,North Brooklyn Park,Family Leisure,763-560-7727,"9742 Penn Avenue North Brooklyn Park, MN 55444",Robert Mattson,,,,45.1319366,-93.3121748,TRUE
USA,MN,Park Rapids,A Better Place,218-252-4612 (cell),"212 West 3rd St. Park Rapids, MN 56470",Gene Forbes,,,,46.9198894,-95.0609728,TRUE
USA,MN,Robbinsdale,Broadway Pizza,763-533-0800,"4106 Lakeland Ave. Robbinsdale, MN 55422",,4,,,45.0310052,-93.3359675,TRUE
USA,MN,Shakopee,Pullman Club,952-445-1938,"124 1st Ave. W Shakopee, MN 55379",,2,,,44.7983085,-93.5273976,TRUE
USA,MN,West St. Paul,Dunham's Food,651-451-7431,"173 Lothenbach Ave. Saint Paul, MN 55118",,8,,,44.8947499,-93.0776176,TRUE
USA,MO,Barnhart,Kenny's Bar & Grill,636-464-9070,"7045 Highway 61-67 Barnhart, MO 63012",Kenny Vaughn,,,,38.3432456,-90.3905001,TRUE
USA,MO,Camdenton,Marty's Bar And Grill,573-723-0048 Cell,"1162 S. Business Highway 5 Camdenton, MO 65020",Marty Mathis,,,,38.0211642,-92.7425811,TRUE
USA,MO,Cape Giradeau,JR's Bar & Billiards,573-803-2750,"829 S Kingshighway Cape Girardeau, MO 63701",,,,,37.2862227,-89.5563592,TRUE
USA,MO,Cape Giradeau,Blue Diamond Sports Bar,573-837-1148,"26 North Main Street Cape Girardeau, MO 63701",,10,,10,37.3041242,-89.5181682,TRUE
USA,MO,Centertown,The Outpost Bar and Grill,573-301-2222,"T9705 Lookout Trail Centertown, MO 65023",Mike Tellman,,,,38.618837,-92.4113206,TRUE
USA,MO,Columbia Heights,Mo River Pub,573-814-1434,"1624 Jade Rd. Columbia, MO 65201",,9,,2,38.9529629,-92.132307,TRUE
USA,MO,Farmington,Stix and Steins,314-630-3998,"805 Valley Creek Drive Farmington, MO 63640",Melanie Davis,,,,37.7914843,-90.4393669,TRUE
USA,MO,Hillsboro,Hillsboro Billiards,636-789-3559,"30 Merchants Drive Hillsboro, MO 63050",John Neels,,,,38.2264745,-90.5632439,TRUE
USA,MO,House Springs,Cosmic Lounge,314-703-6552,"4642 House Springs Center House Springs, MO 63051",Terry Brooks,,,,38.4091419,-90.5762811,TRUE
USA,MO,Joplin,OK Bar,417-540-9191 Cell,"1516 S. Main St. Joplin, MO 64801",Amanda Love,,,,37.074492,-94.5142278,TRUE
USA,MO,Kansas City,Chartreuse Saloon,402-326-5304,"Jill Cockson 1627 Oak St. Kansas City, MO 64108",Jill Cockson,,,,39.09339,-94.5785414,TRUE
USA,MO,Kansas City,Side Pockets North,816-455-9900,"600 NW Englewood Rd. Kansas City, MO 64118",,,,,39.197398,-94.5881183,TRUE
USA,MO,Kansas City,Brass Rail,816-468-6100,"9104 North Essex Drive Kansas City, MO 64156",Rick Jones,,,,39.2581809,-94.5338791,TRUE
USA,MO,Kansas City,Swordfish Toms,402-326-5304,"210 W 19 Terrace Kansas City, MO 64108",,,,,39.0903248,-94.5867119,TRUE
USA,MO,Kirksville,Dukum Inn,660-216-9764,"111 South Elson Street Kirksville, MO 63501",Craig Shorten,,,,40.1941929,-92.5840126,TRUE
USA,MO,Lee's Summit,Side Pockets,816-524-2400,"224 NW Oldham Pkwy. Lee's Summit, MO 64081",,27,,,38.9177558,-94.4024903,TRUE
USA,MO,Osage Beach,Lake Billiards,407-800-5707 Cell,"4344 Osage Beach Pkwy Ste 2-A Osage Beach, MO 65065",David Dyer,,,,38.1483787,-92.6194312,TRUE
USA,MO,Overland,Cue & Cushion,314-852-6293,"2425 Woodson Rd. Overland, MO 63114",Craig Huddleston,,,,38.7020105,-90.3622213,TRUE
USA,MO,Pacific,Q-Ball's Billiard Supplies,636-485-4354,"508 Cypress Pacific, MO 63069",Ken Thiemann,,,,38.4757699,-90.7585913,TRUE
USA,MO,Piedmont,Piedmont Family Billiards Pub,573-223-2351,"329 Highway AA Piedmont, MO 63957",Mike McKuin,,,,36.7883115,-90.3350243,TRUE
USA,MO,Poplar Bluff,The Break Room,573-609-2266,"2201 North Westwood Boulevard #7 Poplar /bluff, MO 63901",Dwayne Coursey,,,,36.7789636,-90.425222,TRUE
USA,MO,Rolla,Sput's Place,573-578-4959,"17829 Maries Hwy 63 Rolla, MO 65401",Warren Ragers,,,,37.960999,-91.7456121,TRUE
USA,MO,Saint Joseph,Felix Street Pub,816-262-7899,"516 Felix Street Saint Joseph, MO 64501",Brian Loe,,,,39.7663789,-94.8534174,TRUE
USA,MO,Saint Peters,Action Billiard Co.,636-928-7772,#12 Drive Newberry Drive Saint Peters. MO 63376,Bud Evans,,,,38.757519,-90.6198414,TRUE
USA,MO,Saint Peters,Teacher's Billiards,636-441-9964,"3611 North Saint Peters Parkway Saint Peters, MO 63376",Lou,,,,38.7496229,-90.5863483,TRUE
USA,MO,Springfield,Bugsy Malone's,417-501-1066,"2925 W Republic Rd. Ste. 108 Springfield, MO 65807",,2,,,37.1390273,-93.337593,TRUE
USA,MO,Springfield,Crazy Hats Lounge,417-773-8292,"1611 N campbell Springfield, MO 65803",,2,,,37.2277723,-93.2940154,TRUE
USA,MO,Springfield,Marty's Sports Bar,417-720-1228,"3322 S Campbell Ave. Springfield, MO 65807",,3,,,37.1541756,-93.2938137,TRUE
USA,MO,Springfield,Southbound Bar & Grill,417-755-7774,"5739 Campbell Ave. Ste. B Springfield, MO 65810",,3,,,37.1104429,-93.298118,TRUE
USA,MO,Springfield,Dennis' Place,417-725-8315,"921 West Sunshine Street Springfield, MO 65807",Dennis Scott,10,,1,37.1827412,-93.3025844,TRUE
USA,MO,St. Louis,The Crowbar,314-942-6729,"2811 Woodson Rd. St. Louis, MO 63114",,4,,,38.708388,-90.361115,TRUE
USA,MO,St. Louis,Pints & Rails,314-849-7665,"8924 Watson Road St. Louis, MO 63123",Scott Littles,,,,38.561855,-90.3643836,TRUE
USA,MO,St. Louis,The Cue,314-537-2828,"3632 South Big Bend St. Louis, MO 63143",Jeremy Mealey,7,,1,38.6011889,-90.3254685,TRUE
USA,MO,St. Peters,Teacher's Billiards,636-441-9964,"3611 N St. Peters Pkwy. Saint Peters, MO 63376",,14,,4,38.7496229,-90.5863483,TRUE
USA,MO,St. Peters,Diamond Music Hall,636-477-6825,"4109 N. Cloverleaf St. Peters, MO 63376",Darrell Tullock Jr.,15,,,38.7934764,-90.5735287,TRUE
USA,MO,Valley Park,The Players Club,314-805-8922,"206 Meramec Valley Plaza Valley Park, MO 63088",Brendan Sullivan,,,,38.548301,-90.4927251,TRUE
USA,MO,Vanduser,Vanduser Cafe & Pool Hall,573-472-3716,"407 Joyce Street Vanduser, MO 63784",Clay Graviett,,,,36.9903351,-89.686432,TRUE
USA,MO,Vichy,Sput's Place Bar & Grill,573-299-4412,"17829 Maries Highway 63Vichy, MO 65580",,8,,,39.425219,-92.4118735,TRUE
USA,MO,Webb City,66 Sports Bar & Restaurant,(305) 904-1777,"660 East Daugherty Street Webb City, MO 64870",Anastasios Voutiritsas,,,,37.1470089,-94.456871,TRUE
USA,MS,Biloxi,Boogies Grill and Chill,228-265-0631,"388 Big Lake Rd. Biloxi, MS 39531",Jennifer Wilson,,,,30.407175,-88.9884788,TRUE
USA,MS,Camden,Michael's 43,601-267-5945,"5672 Hwy 43 Camden, MS 39045",Michael Wilder,,,,32.7598608,-89.7627442,TRUE
USA,MS,Cleveland,Str8 Shooters,662-645-4593,"219 North St. Cleveland, MS 38732",Chris Yarborough,,,,33.7445699,-90.7171484,TRUE
USA,MS,Grenada,The Sports Center,662.226.1322,"PO Box 28 Grenada, MS 38902",Duane McKinney,,,,33.78215,-89.8287335,TRUE
USA,MS,Gulfport,Good Times Sports Bar,985-705-1023,"13292 Wisteria Drive Gulfport, MS 39503",Oscar Bato,,,,30.4811137,-89.0548661,TRUE
USA,MS,Gulfport,Skeeters Bar & Grill,228-265-0631,"197 Tegarden Ln. Gulfport, MS 39507",Ricky Dombrowski & Jennifer Mullins,,,,30.3836917,-89.0360612,TRUE
USA,MS,Hattiesburg,The Green Room,601-297-6042,"6528 Hwy 49 North Hattiesburg, MS 39401",Shawn Dykes,,,,31.350079,-89.3374186,TRUE
USA,MS,Jackson,The Green Room,601-713-3444,"444 Bounds St. Jackson, MS 39206",Truett Hawkins,,,,32.3704815,-90.1505594,TRUE
USA,MS,McComb,Kramer Town Billiards,(601) 324-3555,"601 S Railroad Blvd. McComb, MS 39648",,,,,31.2371249,-90.4505685,TRUE
USA,MS,Meridian,Dirty Business Billiards,601-616-5543,"103 20th Avenue South Meridian, MS 39301",Amanda Holifield,,,,32.3622598,-88.6953617,TRUE
USA,MS,Meridian,Lance's Place,601-479-4129,"2307 4th Street Meridian, MS 39301",Lance Crenshaw Bruce,,,,32.3623263,-88.7006724,TRUE
USA,MS,Meridian,Miss Q's,,"2404 5th Street Meridian, MS 39301",Chris Adkins,,,,32.3630126,-88.701773,TRUE
USA,MS,Southaven,Southaven Recreation Center,(662) 342-0230,"987 Town & Country Dr. Southaven, MS 38671",,,,,34.9940425,-90.0073451,TRUE
USA,MS,Starkville,Southern Billiards,(662) 323-7665,"103 S. Washington St. Starkville, MS 39759",,,,,33.4631241,-88.8163575,TRUE
USA,MS,Tupelo,Shade Tree Lounge,662-680-4336,"883 South Green St. Tupelo, MS 38804",D'Anne Richie,,,,34.24501,-88.7090343,TRUE
USA,MS,West Point,Sopranos Cafe & Billiards,(662) 494-0520,"113 E Main St. West Point, MS 39773",,,,,33.6073694,-88.6499048,TRUE
USA,MS,West Summit,County Line Billiards,601-669-1774,"4130 County Line West Summit, MS 39666",Gary Martin,,,,31.3481299,-90.4806516,TRUE
USA,MT,Billings,Brothers Billiards,(406) 855-0464,"1442 Main St. Billings, MT 59105",,8,,5,45.8252338,-108.4715529,TRUE
USA,MT,Billings,Rec Room Inc.,406-670-4325 (Cell),"945 Grand Avenue Billings, MT 59102",Michael Guzman,,,,45.784289,-108.540788,TRUE
USA,MT,Black Eagle,Black Eagle Country Club,(406) 761-8435,"1126 Smelter Ave NE Black Eagle, MT 59414",,,,,47.5247846,-111.2899142,TRUE
USA,MT,Bozeman,Spas and Home Recreation,(406) 585-0800,"35 Marie Ct. Bozeman, MT 59718",Nick Douma,,,,45.6454599,-111.1789468,TRUE
USA,MT,Butte,Silver Bow Athletic Club,406-498-2282,"1203 Howard Street Butte, MT 59701",Julie Deshner,,,,46.003186,-112.5060134,TRUE
USA,MT,Butte,Ace High Casino,(406) 498-2062,"1700 Harrison Ave. Butte, MT 59701",Julie Deshner,,,,45.9979145,-112.5152216,TRUE
USA,MT,Butte,Party Palace,406-498-2282,"1 West Park Street Butte, MT 59701",Julie Deshner,,,,46.0129838,-112.5360643,TRUE
USA,MT,Helena,Eagles 4040,406-227-7531,"PO Box 865 East Helena, MT 59635",Michael Ryan,,,,46.5896567,-111.9155461,TRUE
USA,MT,Joliet,212 Bar & Grill,(406) 860-6798,"600 West Front Street Joliet, MT",Hal Ward,,,,45.4819394,-108.9787741,TRUE
USA,MT,Missoula,3 In The Side,(406) 543-0646,"P.O. Box 8624 Missoula, MT 59807",Scott MacIntyre,,,,46.852162,-114.0156097,TRUE
USA,MT,Southwest Great Falls,Jack's Billiards,406-761-2878,"809 13th Street Southwest Great Falls, MT 59404",Jack McFeteridge,,,,47.4983494,-111.3352837,TRUE
USA,NC,Albemarle,Bulldogs Sports Bar & Gril,704-550-5271,"134 Highway 740 Albemarle, NC 28001",David Meacham,,,,35.3500748,-80.1644441,TRUE
USA,NC,Arden,Fat Cat's Billiards,828-775-9859,"2345 Hendersonville Road Arden, NC 28704",Dustianna Smith,13,,2,35.4666174,-82.5174422,TRUE
USA,NC,Boone,Country Retreat Family,828-268-1713 (Cell),"9021 Highway 105 South Boone, NC 28607",,,,,36.1565362,-81.7724217,TRUE
USA,NC,Carrboro,Tyler's Restaurant & Taproom,919-929-6881,"102 E Main St. Carrboro, NC 27510",,6,,8,35.9101757,-79.0719643,TRUE
USA,NC,Cary,Break Time Billiards,919-210-5990 (Rich),"6442 Tryon Road Cary, NC 27518",Sara Horsley,,,10,35.7458333,-78.7619444,TRUE
USA,NC,Chapel Hill,Oscar's Q & Bar,919-418-9711,"1129 Weaver Dairy Rd. Chapel Hill, NC 27514",,,,,35.962854,-79.0527647,TRUE
USA,NC,Charlotte,Montford Billiards,980-335-2392,"1607 Montford Dr. Charlotte, NC 28209",,,,,35.170976,-80.8493255,TRUE
USA,NC,Charlotte,Slate Billiards,704-372-5255,"200 E Bland St. Charlotte, NC 28203",,3,,,35.2165178,-80.8546171,TRUE
USA,NC,Charlotte,Smokin Cue Billiards,704-548-0882,"10901-10 University City Boulevard Charlotte, NC 28213",Matt Riggs,,,,35.314513,-80.7023754,TRUE
USA,NC,Charlotte,The Press Box,304-319-0835,"9609 North Tryon Street Suite A Charlotte, NC 28262",Chris Babilonia,,,,35.31723,-80.73915,TRUE
USA,NC,Charlotte,UNC Charlotte,704-687-7112,"9201 University City Charlotte, NC 28223",,,,,35.3056522,-80.7320316,TRUE
USA,NC,Cherryville,Tom's Tables,704-678-0064 (Cell),"7507 Dallas Cherryville Highway Cherryville, NC 28021",Tom Sellers,,,,35.3854072,-81.3482776,TRUE
USA,NC,Concord,Hot Shots Sports Bar,704-910-0280,"7731 Gateway Ln. NW Concord, NC 28028",,,,,35.3661284,-80.7084943,TRUE
USA,NC,Concord,Everything Billiards,704-456-7775,"7730 Bruton Smith Blvd. Concord, NC 28027",Judson Bobo,,,,35.3650627,-80.7099218,TRUE
USA,NC,Durham,The Green Room,828-464-6583,"1108 Broad Street Durham, NC 27705",Michael Dearing,,,,36.016052,-78.9189615,TRUE
USA,NC,Eden,Clean Slate Billiards,336-613-2702,"111 North Hundley Drive Eden, NC 27288",Tina Lawson,,,,36.5141282,-79.6992527,TRUE
USA,NC,Fayetteville,Corner Pocket,910-779-0101,"2443 Hope Mills Road Fayetteville, NC 28304",Tom Greb,8,,2,35.0095737,-78.9661424,TRUE
USA,NC,Fayetteville,Phat Daddy's Sports Bar,910-223-1515,"3406 Raeford Rd. Fayetteville, NC 28303",,,,,35.0446692,-78.9375305,TRUE
USA,NC,Fuquay-Verina,Triple Barrel Tavern,919-762-0940,"2221 N Grassland Dr. Fuquay Varina, NC 27526",,,,10,35.6157676,-78.8105446,TRUE
USA,NC,Gastonia,Rockhouse,704-852-4469,"2699 Aberdeen Blvd. Gastonia, NC 28054",,10,,10,35.2683319,-81.131203,TRUE
USA,NC,Goldsboro,Silver Spur,919-440-8925,"308 A St. Goldsboro, NC 27534",Paul Williams,,,,35.3992417,-77.9951629,TRUE
USA,NC,Goldsboro,The Flying Shamrock,919-580-0934,"115 N John St. Goldsboro, NC 27530",,3,,,35.3832498,-77.9954108,TRUE
USA,NC,Greensboro,Shooters,336-852-1448,"3808 Highpoint Rd. Greensboro, NC 27407",Buddy Cambron,8,,4,36.038856,-79.8561951,TRUE
USA,NC,Greensboro,Gate City Billiards Club,336-856-8800 (Cell),"6004 Landmark Center Blvd. Greensboro, NC 27407",Donald Leibes,,,,36.0520726,-79.8914063,TRUE
USA,NC,Greensboro,Everything Billiards,336-988-8642,"111 Guilford College Road Greensboro, NC 27409",Rob Hyler,,,,36.075208,-79.8974551,TRUE
USA,NC,Havelock,BJ's Billiards,252-671-5063,"446 West Brookcenter Havelock, NC 28532",Marylin Philippart,,,,34.8790492,-76.9013301,TRUE
USA,NC,Henderson,Deep South Billiards,252-430-9892,"626 Corbitt Road Henderson, NC 27536",Steve Spence,,,,36.3257962,-78.4215619,TRUE
USA,NC,Hickory,Randolph's Billiards,828-244-4581,"16 2nd Street Northwest Hickory, NC 28601",Lee Canipe,,,,35.7325392,-81.3391943,TRUE
USA,NC,Hickory,Shooter's Lounge of Viewmont,828-578-6595,"2149 N Center St. Hickory, NC 28601",,3,,,35.7612418,-81.3341614,TRUE
USA,NC,Hickory,Shooter's Lounge of Mountain View,828-672-1006,"2936 NC-127 Hickory, NC 28602",,3,,,35.6858725,-81.3661931,TRUE
USA,NC,High Point,Sharky's Bar & Billiards,336-889-2541,"2615 South Main St. Suite 107 High Point, NC 27263",Ronnie Humble,,,,35.9277598,-79.9874135,TRUE
USA,NC,Jacksonville,Music Vendors,910-455-5555,"1225 Legeune Blvd Jacksonville, NC 28540",Michael Saulnier,,,,34.7471177,-77.4005108,TRUE
USA,NC,Jacksonville,Rack M Pub & Billiards,910-347-6414,"1150 Henderson Dr. Jacksonville, NC 28540",Greg Cribb,,,,34.782385,-77.42359,TRUE
USA,NC,Jacksonville,Music Vendors,910-455-5555,"1225 Legeune Blvd Jacksonville, NC 28540",,,,,34.7471177,-77.4005108,TRUE
USA,NC,Jacksonville,Rack M,910-347-6414,"1150 Henderson Dr. Jacksonville, NC 28540",,,,,34.782385,-77.42359,TRUE
USA,NC,Kannapolis,The Pub,704-791-3482,"1532 N Ridge Avenue Kannapolis, NC 28083",Rick Husband,3,,,35.5163068,-80.6121153,TRUE
USA,NC,Kinston,The Dugout,252-208-0304,"674 Stratford St. Kinston, NC 28504",,2,,2,35.261724,-77.641593,TRUE
